,mark,model,description,fuel,km,year,gearbox,price,power,isautoscout,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad
21647,HYUNDAI,TUCSON,1.6 CRDi 136 hybrid 48V DCT-7 Business,Diesel,86000.0,2019,Manuelle,19990.0,136.0,1,0,1,1,1,1,1,1
21648,PEUGEOT,Expert,Standard 2.0 BlueHDi 145ch S\u0026S Premium,Diesel,2500.0,2023,Manuelle,33499.0,147.0,1,0,0,1,1,0,0,1
21649,MITSUBISHI,Outlander,7 places 2.2 DI-D 150ch Black Collection 4WD 150 c,Diesel,102280.0,2018,Manuelle,18890.0,152.0,1,0,0,1,1,1,1,1
21650,BMW,120,SERI 3,Diesel,195000.0,2009,Manuelle,9000.0,177.0,1,1,0,0,1,0,0,0
21651,OPEL,Adam,1.4 Twinport 87 ch S/S Swingtop Easytronic 3.0,Essence,52100.0,2017,Automatique,12790.0,87.0,1,1,0,1,1,1,0,1
21652,FORD,Kuga,2.0TDCI 140 TITANIUM 4X2FAP,Diesel,146051.0,2015,Manuelle,11990.0,122.0,1,1,0,1,1,1,0,1
21653,PEUGEOT,208,1.6 BlueHDi 100ch BVM5 Style,Diesel,146000.0,2017,Manuelle,8650.0,99.0,1,1,0,1,0,1,0,1
21654,VOLKSWAGEN,Touran,1.5 TSI EVO 150ch Lounge 5 places,Essence,51500.0,2019,Manuelle,27500.0,152.0,1,1,0,1,1,1,0,1
21655,AUDI,A4,2.0 TDI 143 DPF S line Multitronic A,Diesel,212000.0,2012,Automatique,13999.0,143.0,1,1,0,1,1,1,0,1
21656,MERCEDES-BENZ,A 220,Mercedes Benz 220d AMG LINE 8G-DCT Garantie & Révi,Diesel,44000.0,2020,Automatique,32290.0,190.0,1,0,0,1,1,1,1,1
21657,HYUNDAI,SANTA FE,creative 2.l crdi 200 ch 4wd,Diesel,10.0,2017,Manuelle,31990.0,171.2730640535373,1,0,0,1,1,1,1,1
21658,PEUGEOT,Boxer,III L3H2 2.0 130CV BlueHDi Clim GPS TVA 20%,Diesel,127000.0,2018,Manuelle,12916.0,131.0,1,1,0,1,1,1,0,1
21659,VOLVO,XC60,B4 AdBlue 197ch Plus Style Dark Geartronic,Autres,60000.0,2022,Automatique,43489.0,200.0,1,0,0,1,1,1,1,1
21660,BMW,M6,SMG7,Essence,94000.0,2006,Automatique,37900.0,507.0,1,0,1,1,1,1,1,0
21661,TESLA,Model 3,ELECTRIC 351ch 65KWH GRANDE-AUTONOMIE LONG-RANGE 4,Electrique,172000.0,2019,Automatique,24990.0,352.0,1,0,1,1,1,1,1,1
21662,RENAULT,Trafic,L2H1 Grand Confort Automaat (H) NAVI AIRCO,Diesel,29635.0,2021,Automatique,27650.0,145.0,1,0,0,1,1,1,1,1
21663,SUZUKI,Vitara,1.0 Boosterjet 111ch AllGrip Style,Essence,143800.0,2019,Manuelle,13700.0,171.2730640535373,1,0,1,1,1,1,1,1
21664,SUZUKI,Vitara,1.4 Hybrid 4WD Comfort+ Cuir LED,Essence,10.0,2024,Manuelle,23433.0,129.0,1,1,1,1,1,1,1,0
21665,TESLA,Model 3,Long Range Dual Motor AWD,Electrique,88840.0,2019,Automatique,29994.0,462.0,1,0,0,1,1,1,1,1
21666,MERCEDES-BENZ,EQV 300,EQV 300 AVANTGARDE Lang,Electrique,11820.0,2023,Automatique,97990.0,204.0,1,0,1,1,1,1,1,1
21667,VOLKSWAGEN,Polo,1.0 TSI 95 S&S BVM5 Connect,Essence,72000.0,2018,Manuelle,13000.0,140.0,1,1,0,1,1,1,1,1
21668,OPEL,Corsa,VI 1.2 75ch Edition,Essence,23549.0,2020,Manuelle,11490.0,75.0,1,0,0,1,1,0,0,1
21669,PORSCHE,Macan,Macan 2.0 245 ch,Essence,25077.0,2020,Semi-automatique,64990.0,245.0,1,0,0,1,1,1,1,1
21670,TOYOTA,Yaris,120 VVT-i Dynamic 5p MY22,Essence,14106.0,2023,Manuelle,17490.0,171.2730640535373,1,1,0,1,1,0,1,0
21671,HYUNDAI,TUCSON,1.6 CRDI 136ch hybrid 48V Creative DCT-7 Euro6d-Ev,Électrique/Diesel,43532.0,2019,Automatique,22999.0,171.2730640535373,1,0,0,1,1,1,1,1
21672,PORSCHE,Cayman,718 Cayman GTS 2.5 365 PDK 982 Rouge Carmin + 23kE,Essence,41000.0,2018,Automatique,84980.0,366.0,1,0,0,1,1,1,1,1
21673,MERCEDES-BENZ,G 63 AMG,48.000 Km ( TVAC / BTWin ),Essence,48000.0,2020,Automatique,165900.0,585.0,1,0,0,1,1,1,1,1
21674,PEUGEOT,4007,2.2 HDi 16V 156ch FAP feline 7 pl DCS6,Diesel,130000.0,2009,Automatique,11500.0,156.0,1,1,1,1,1,1,0,1
21675,SKODA,Scala,1.0 TSI 95 Selection LED radar VirC,Essence,10.0,2024,Manuelle,18442.0,95.0,1,1,1,1,1,0,0,1
21676,RENAULT,Kadjar,1.5 BLUE DCI 115CH BUSINESS EDC,Diesel,83391.0,2020,Automatique,15990.0,116.0,1,1,0,1,1,1,0,1
21677,FORD,Fiesta,1.6 S,Essence,156000.0,2001,Manuelle,2600.0,135.0,1,1,0,1,1,1,0,1
21678,PEUGEOT,2008,1.2 PURETECH 110 EAT6 CROSSWAY,Ethanol,81269.0,2018,Automatique,13950.0,171.2730640535373,1,1,1,1,0,1,0,1
21679,TOYOTA,Yaris,1.4 Turbo D4D Follow Me,Diesel,278425.0,2008,Manuelle,2800.0,90.0,1,1,0,1,1,0,0,0
21680,PEUGEOT,307,2.0 HDi 16V 136 CV 137 500 KMS,Diesel,137576.0,2006,Manuelle,6900.0,136.0,1,1,0,1,1,1,0,1
21681,TOYOTA,Yaris,Hybride 100h Collection,Autres,39900.0,2017,Automatique,14900.0,75.0,1,1,0,1,1,1,1,0
21682,PEUGEOT,208,1.2i PureTech Active * Gps * Cruise* Bth* 212 X 48,Essence,90329.0,2019,Manuelle,8900.0,83.0,1,1,0,1,0,0,0,1
21683,VOLKSWAGEN,Polo,Style,Essence,15074.0,2023,Manuelle,18490.0,95.0,1,0,0,1,1,0,0,1
21684,RENAULT,Scenic,1.3 TCe 140ch Business - 21,Essence,22673.0,2021,Manuelle,21999.0,171.2730640535373,1,0,1,1,1,1,1,1
21685,RENAULT,Espace,1.6 dCi 160ch energy Initiale Paris EDC,Diesel,67258.0,2016,Automatique,21799.0,171.2730640535373,1,0,0,1,1,1,1,1
21686,RENAULT,Clio,V 1.3 TURBO INTENS 130 BVA,Essence,57406.0,2020,Automatique,17490.0,131.0,1,1,1,1,1,1,0,1
21687,MERCEDES-BENZ,S 600,MERCEDES S600L V12 MAYBACH 4 PLACES (Série 222),Essence,73800.0,2015,Automatique,108500.0,530.0,1,0,0,1,1,1,1,1
21688,CITROEN,Berlingo,1.5 Blue HDi 100 CLUB XL,Diesel,136000.0,2019,Manuelle,8950.0,131.0,1,1,0,1,1,1,0,1
21689,RENAULT,Clio,IV dCi 90 Energy eco2 Business 82g,Diesel,126000.0,2015,Manuelle,8190.0,90.0,1,1,0,1,1,0,0,0
21690,VOLVO,V60,2.0 B3 Core DCT GPS CAM SG+VOL CHFF KEYLESS 1MAIN,Essence,24100.0,2023,Automatique,33900.0,163.0,1,0,1,1,1,1,1,1
21691,MERCEDES-BENZ,CLA 200,I 156 CV 45000 KM 1ere MAIN GPS CUIR JA,Essence,45000.0,2014,Manuelle,17900.0,156.0,1,1,0,0,1,0,0,1
21692,VOLVO,XC40,D3 Inscription,Diesel,87000.0,2019,Automatique,25990.0,150.0,1,0,1,1,1,1,1,1
21693,MERCEDES-BENZ,B 180,180 D 109CH BLUEEFFICIENCY BUSINESS EDITION,Diesel,103082.0,2018,Manuelle,14490.0,110.0,1,1,0,1,1,1,0,1
21694,TOYOTA,Corolla,184h Design,Électrique/Essence,59000.0,2020,Automatique,28990.0,152.0,1,0,1,1,1,1,1,1
21695,OPEL,Corsa,1.4T 100 ch Design 120ans PROMO,Essence,39000.0,2019,Manuelle,11490.0,101.0,1,0,1,1,1,0,0,0
21696,NISSAN,370Z,3.7i V6 PACK 7AT-Bte AUTO-NAVI-CAM-1ER MAIN-CARNET,Essence,25040.0,2019,Automatique,34990.0,328.0,1,0,1,1,1,1,1,1
21697,PORSCHE,Cayman,2.9i 265,Essence,99500.0,2010,Manuelle,32600.0,265.0,1,1,0,1,1,1,1,0
21698,BMW,X3,3.0 DAS XDRIVE35 *** BMW HISTORY / FULL OPTION ***,Diesel,134000.0,2013,Automatique,21950.0,313.0,1,0,0,1,1,1,1,1
21699,DACIA,Sandero,1.0 SCE 75 CONFORT,Essence,10800.0,2019,Manuelle,10500.0,76.0,1,1,0,0,1,0,0,0
21700,SUZUKI,Vitara,1.4 Boosterjet Hybrid Privilege,Essence,10799.0,2020,Manuelle,19380.0,129.0,1,0,0,1,1,1,1,1
21701,MERCEDES-BENZ,CL,300 de AMG Line 194+122ch 9G-Tronic,Pas d'information,38900.0,2021,Automatique,51990.0,194.0,1,0,1,1,1,1,1,1
21702,PORSCHE,928,5.4 GTS,Essence,161000.0,1993,Manuelle,59000.0,349.0,1,0,0,1,0,1,0,0
21703,FORD,C-Max,1.0 EcoBoost 100ch Stop\u0026Start Trend Euro6.2,Essence,64068.0,2019,Manuelle,13499.0,171.2730640535373,1,1,0,1,1,1,0,1
21704,RENAULT,ZOE,Business charge normale R90 MY19,Electrique,12283.0,2019,Automatique,10499.0,171.2730640535373,1,1,0,1,1,1,0,0
21705,FORD,Mustang,v8,Essence,97647.0,1969,Automatique,32000.0,171.2730640535373,1,0,1,1,1,1,1,1
21706,MERCEDES-BENZ,GLC 300,300 de 194+122ch Business Line 4Matic 9G-Tronic,Autres,49429.0,2020,Automatique,44990.0,197.0,1,0,0,1,1,1,1,1
21707,HYUNDAI,iX35,1.7 CRDi 115CV 140000/Cuir/GPS/Caméra,Diesel,140000.0,2013,Manuelle,9690.0,116.0,1,0,0,1,1,1,1,1
21708,RENAULT,Clio,1.0 TCE 100CH BUSINESS - 20,Essence,27558.0,2020,Manuelle,13990.0,102.0,1,1,1,1,1,0,0,1
21709,CITROEN,Jumper,FG 30 L1H1 HDI 110,Diesel,98000.0,2013,Manuelle,11000.0,111.0,1,1,0,1,1,1,0,1
21710,PORSCHE,Cayenne,ii 4.8 v8 420 gts,Essence,65539.0,2014,Automatique,39990.0,421.0,1,0,0,1,1,1,1,1
21711,FORD,Mustang,Cabrio 2.3 EcoBoost Autom. - GPS - Topstaat 1S...,Essence,73406.0,2016,Automatique,34990.0,317.0,1,0,0,1,1,1,1,1
21712,OPEL,Corsa,II 1.2 75cv 58984km réels,Essence,58984.0,2009,Manuelle,6390.0,76.0,1,1,0,1,1,1,0,0
21713,VOLKSWAGEN,Sharan,2.0 TDI BlueMotion Technology Trendline,Diesel,142000.0,2015,Manuelle,15500.0,116.0,1,1,0,1,1,1,0,1
21714,MERCEDES-BENZ,CL,IV (S205) 180 d Business,Diesel,117453.0,2016,Manuelle,13980.0,116.0,1,1,0,1,1,1,0,0
21715,MERCEDES-BENZ,A 220,"Classe d 7G-DCT ""AMG Line Night Burmester",Diesel,73000.0,2017,Automatique,25800.0,177.0,1,0,0,1,1,1,1,1
21716,RENAULT,Master,trac f3500 l2h2 dci 135 grand confort,Diesel,95782.0,2020,Manuelle,19990.0,135.0,1,0,0,1,1,0,0,0
21717,RENAULT,Twingo,1.0 SCe 65ch Zen - 21,Essence,33879.0,2021,Manuelle,11990.0,171.2730640535373,1,1,0,1,1,1,1,1
21718,PORSCHE,Macan,S PDK,Diesel,104000.0,2014,Semi-automatique,37990.0,258.0,1,0,0,1,1,0,0,0
21719,FORD,C-Max,1.6 TDCI,Diesel,182000.0,2015,Manuelle,6490.0,116.0,1,1,0,1,1,1,0,0
21720,AUDI,A4,V (B9) 35 TDI 150ch,Diesel,107500.0,2019,Automatique,22990.0,151.0,1,1,1,1,1,1,0,1
21721,OPEL,Astra,"ELEGANCE,GPS,CAMERA,HAYON ELECTR,*GARANTIE 2 ans*",Essence,24480.0,2023,Manuelle,28991.0,131.0,1,0,1,1,1,1,1,1
21722,RENAULT,Megane,Mégane II 2.0 dCi 150 GT,Diesel,263000.0,2007,Manuelle,3990.0,150.0,1,1,0,1,1,0,0,1
21723,PEUGEOT,5008,1.2 PureTech 130ch E6.3 Allure S/S EAT8 6cv,Essence,101500.0,2020,Automatique,21499.0,133.0,1,1,0,1,1,1,0,1
21724,DACIA,Sandero,STEPWAY EXPRESSION TCE 90,Essence,15.0,2024,Manuelle,18000.0,90.0,1,0,1,1,1,1,1,1
21725,VOLKSWAGEN,Passat,1.6 FSI,Essence,132700.0,2006,Manuelle,4699.0,116.0,1,0,0,0,0,0,0,0
21726,FORD,Mustang,BULLITT - Faible kilométrage,Essence,11400.0,2019,Manuelle,65000.0,464.0,1,0,0,1,1,1,1,1
21727,PORSCHE,928,S4 BVA 320 CV V8 - Historique complet,Essence,180500.0,1987,Automatique,24990.0,320.0,1,1,0,1,0,1,0,0
21728,FORD,Mondeo,2.0 TDCi 150ch Titanium,Diesel,74884.0,2019,Manuelle,20489.0,171.2730640535373,1,1,0,1,1,1,1,1
21729,TOYOTA,RAV 4,V 2.5 HYBRIDE 222 AWD-I DYNAMIC BUSINESS 1ERE MAIN,Électrique/Essence,40000.0,2019,Automatique,31970.0,178.0,1,0,1,1,1,1,1,1
21730,SUZUKI,Swift,1.2 Hybrid 83ch Pack,Autres,5000.0,2024,Manuelle,20480.0,84.0,1,0,1,1,1,1,1,1
21731,NISSAN,Qashqai,1.6 dci 130 fap start connect edition,Diesel,124000.0,2013,Manuelle,8990.0,132.0,1,0,0,1,1,1,1,1
21732,RENAULT,Scenic,dCi 110 FAP eco2 Business EDC,Diesel,117800.0,2014,Automatique,9990.0,110.0,1,1,0,1,1,1,0,0
21733,OPEL,Combo,M 800kg 100 kW Batterie 50 kWh,Electrique,211.0,2023,Automatique,34999.0,137.0,1,0,1,1,1,1,1,1
21734,AUDI,A4,Avant 2.0 TDI 150 Business Line,Diesel,139000.0,2017,Manuelle,14990.0,150.0,1,1,0,1,1,1,0,1
21735,PEUGEOT,5008,1.6 BLUEHDI 120 STYLE 7 PLACES,Diesel,137987.0,2015,Manuelle,11800.0,122.0,1,0,0,1,1,1,0,1
21736,PEUGEOT,2008,"1.2i PureTech Active Cruise contrôle, Airco,",Essence,31712.0,2015,Manuelle,8550.0,82.0,1,1,1,1,0,0,0,0
21737,OPEL,Corsa,1.8 16V GSi Sport grand dossier d'entretien,Essence,243600.0,2005,Manuelle,2450.0,125.0,1,1,0,1,1,1,0,1
21738,MERCEDES-BENZ,A 250,Classe BlueEFFICIENCY Version Sport 7-G DCT,Essence,174000.0,2013,Automatique,17500.0,211.0,1,0,0,1,1,1,1,1
21739,TESLA,Model 3,Long Range Dual Motor AWD FULL AUTONOME,Electrique,67700.0,2019,Automatique,34501.0,462.0,1,0,0,1,1,1,1,1
21740,MERCEDES-BENZ,S 350,Classe,Essence,123000.0,2007,Automatique,16500.0,272.0,1,0,0,1,1,1,1,1
21741,MITSUBISHI,Pajero,3.8 V6 MIVEC INSTYLE BA 3P,Essence,139102.0,2007,Automatique,23900.0,250.0,1,0,0,1,1,1,1,1
21742,AUDI,Q2,1.4 TFSI 150 COD Design,Essence,48500.0,2018,Manuelle,17900.0,150.0,1,1,0,1,1,1,0,1
21743,TESLA,Model X,PERFORMANCE LUDICROUS AWD,Electrique,15500.0,2020,Automatique,78900.0,606.0,1,0,0,1,1,1,1,1
21744,FORD,Mustang,V8 Code C 1967 Tout compris,Essence,110490.0,1967,Automatique,30876.0,200.0,1,0,0,1,1,1,1,1
21745,BMW,118,118dA 150ch M Sport,Diesel,42365.0,2020,Automatique,29720.0,152.0,1,0,1,1,1,1,1,0
21746,OPEL,Corsa,ELECTRIQUE 136 CH \u0026 BATTERIE 50 KWH 40em,Essence,3500.0,2022,Automatique,29990.0,171.2730640535373,1,0,1,1,1,1,1,1
21747,NISSAN,X-Trail,1.6 dCi 2WD Tekna Xtronic / PANO / ASSIST OPTIONS,Diesel,41172.0,2016,Automatique,19900.0,131.0,1,0,0,1,1,1,1,1
21748,BMW,420,420i M Sport 184ch BVA,Essence,58400.0,2021,Automatique,45900.0,184.0,1,0,0,1,1,1,1,1
21749,PEUGEOT,Expert,XL 2.0 BlueHDi 145ch,Diesel,10.0,2023,Manuelle,31900.0,171.2730640535373,1,0,0,1,1,0,0,1
21750,PEUGEOT,Partner,"STANDARD 1.6 Bluehdi 100 cv,GPS",Diesel,186000.0,2017,Manuelle,8200.0,101.0,1,1,0,1,1,0,0,0
21751,FORD,Puma,1.0 ECOBOOST 125 MHEV TITANIUM,Autres,68955.0,2021,Manuelle,16980.0,125.0,1,1,0,1,1,0,0,1
21752,PEUGEOT,Partner,Standard 650kg BlueHDi 100ch S\u0026S BVM5 Asphalt,Diesel,85672.0,2020,Manuelle,15699.0,171.2730640535373,1,0,0,1,1,1,1,1
21753,HYUNDAI,TUCSON,Tucson 1.7 CRDi - 115 S\u0026S Creative PHASE 1 /,Diesel,139900.0,2016,Manuelle,13990.0,116.0,1,1,0,1,1,1,1,1
21754,CITROEN,Xsara Picasso,1.6i 16V 110 Collection,Essence,163600.0,2006,Manuelle,3800.0,110.0,1,1,0,1,1,1,0,1
21755,MERCEDES-BENZ,CL,200 d 150ch AMG Line 8G-DCT,Diesel,101000.0,2021,Automatique,34499.0,171.2730640535373,1,0,1,1,1,1,1,1
21756,RENAULT,Koleos,1.3 TCe 160ch Initiale Paris EDC -B,Essence,9216.0,2023,Automatique,33499.0,171.2730640535373,1,0,0,1,1,1,1,1
21757,PORSCHE,Cayenne,Turbo GT,Essence,100.0,2024,Automatique,296900.0,171.2730640535373,1,0,0,1,1,1,1,1
21758,MERCEDES-BENZ,GLC 220,220 d 170ch Sportline 4Matic 9G-Tronic,Diesel,37300.0,2018,Automatique,43900.0,173.0,1,0,0,1,1,1,1,1
21759,FORD,C-Max,C Max 1.6 TDCi 90ch Trend,Diesel,188464.0,2009,Manuelle,4990.0,91.0,1,1,0,1,1,1,0,0
21760,FORD,Mustang,GT 5.0 V8 450CV 55 YEARS DISTRONIC CAMERA CARPLAY,Essence,37262.0,2021,Manuelle,39990.0,450.0,1,0,0,1,1,1,1,1
21761,MAZDA,MX-5,MX5 RF 2.0L SKYACTIV-G 184 ch Selection,Essence,79000.0,2020,Manuelle,27000.0,184.0,1,1,1,1,1,1,0,1
21762,VOLKSWAGEN,Sharan,2.0 TDI 150 BlueMotion Technology Connect,Diesel,49900.0,2018,Manuelle,29990.0,150.0,1,0,0,1,1,1,1,1
21763,MERCEDES-BENZ,GLC 300,300 d 245ch AMG Line 4Matic 9G-Tronic,Diesel,165478.0,2019,Automatique,31900.0,249.0,1,0,0,1,1,1,0,1
21764,RENAULT,Clio,iii clio iii DCI 75 EXPRESSION,Diesel,88960.0,2011,Manuelle,6490.0,171.2730640535373,1,0,0,1,1,1,1,1
21765,OPEL,Combo,1.4 L2H1 Selection - Garantie 12 Mois,Essence,31000.0,2017,Manuelle,13900.0,95.0,1,1,0,1,1,1,0,1
21766,RENAULT,Grand Scenic,IV Business Blue dCi 120 EDC,Diesel,103788.0,2019,Automatique,15490.0,120.0,1,0,1,1,1,1,1,1
21767,PEUGEOT,5008,1.6 HDi 112ch FAP BVM6 Premium 5pl,Diesel,166827.0,2010,Manuelle,6000.0,111.0,1,0,0,1,1,1,0,1
21768,BMW,i3,I3 60 AMP,Electrique,58000.0,2017,Automatique,17980.0,171.2730640535373,1,0,0,1,1,1,1,1
21769,OPEL,Mokka,1.4 TURBO 140 S/S COSMO PACK 4X2 AUTO,Essence,101865.0,2016,Automatique,11927.0,140.0,1,1,0,1,1,1,0,1
21770,MERCEDES-BENZ,G 63 AMG,IV 63 AMG AMG 9G-TCT SPEEDSHIFT,Essence,16580.0,2022,Automatique,221990.0,585.0,1,0,0,1,1,1,1,1
21771,CITROEN,DS5,2.0 HDi 160 Ch SPORT CHIC BVA CAMERA / DENON TOIT,Diesel,174900.0,2013,Automatique,9990.0,160.0,1,1,0,1,1,1,0,1
21772,VOLKSWAGEN,Passat CC,2.0 TDI DSG,Diesel,172228.0,2009,Automatique,8900.0,170.0,1,0,0,1,1,1,1,1
21773,TOYOTA,Yaris,HSD 100h Style 5p,Électrique/Essence,64172.0,2013,Automatique,11999.0,171.2730640535373,1,1,0,1,1,1,1,0
21774,DACIA,Lodgy,7 Places Stepway Blue dCi 115,Diesel,10.0,2022,Manuelle,22990.0,116.0,1,0,0,1,0,0,0,1
21775,BMW,X2,SDRIVE18IA 140CH M SPORT DKG7,Essence,16701.0,2018,Automatique,26490.0,141.0,1,0,0,1,1,1,1,1
21776,OPEL,Corsa,Corsa 1.2 101cv Turbo Auto ELEGANCE,Essence,26000.0,2023,Automatique,19270.0,101.0,1,1,1,1,1,0,0,1
21777,FORD,Mondeo,1.5 TDCi*Titanium/CAMERA*LED*GPSGARANTIE 12 MOIS*,Diesel,93000.0,2016,Manuelle,12950.0,120.0,1,1,0,1,1,1,0,1
21778,FORD,Kuga,2.5 Duratec 190ch FHEV ST-Line BVA i-AWD,Électrique/Essence,5000.0,2024,Automatique,33999.0,171.2730640535373,1,1,0,1,1,1,1,1
21779,RENAULT,Megane,Mégane III Coupé dCi 110 FAP Dynamique,Diesel,249950.0,2013,Manuelle,5490.0,110.0,1,0,1,1,1,1,1,1
21780,PORSCHE,928,S,Essence,113504.0,1983,Automatique,29500.0,171.2730640535373,1,1,0,1,0,1,0,0
21781,OPEL,Mokka X,1.6 CDTI 136ch Innovation 4x2,Diesel,43890.0,2017,Manuelle,15890.0,136.0,1,1,0,1,1,1,0,1
21782,AUDI,A4,Avant,Diesel,130578.0,2018,Automatique,17490.0,150.0,1,0,1,1,1,1,1,1
21783,MERCEDES-BENZ,CL,320 CDI EDITION 10 7G-TRONIC,Diesel,148749.0,2008,Automatique,14980.0,224.0,1,0,0,1,1,1,1,1
21784,BMW,330,SERIE 3 E90 LCI (09/2008-03/2012) 245 ch Luxe A,Diesel,267000.0,2009,Automatique,8999.0,245.0,1,0,0,1,1,1,1,1
21785,RENAULT,Captur,1.2 TCe 120ch energy Intens,Essence,59000.0,2017,Manuelle,11999.0,171.2730640535373,1,1,1,1,1,1,0,1
21786,PEUGEOT,Boxer,2.0 HDI 163 CV L4H3 BANQUETTE REPLIABLE 7 PLACES -,Diesel,124500.0,2018,Manuelle,22990.0,163.0,1,0,1,1,1,1,1,1
21787,FORD,EcoSport,1.0 EcoBoost 140ch ST-Line,Essence,40893.0,2019,Manuelle,15499.0,141.0,1,1,0,1,1,1,0,1
21788,PEUGEOT,Rifter,1.2 PureTech 110ch S\u0026S Long Active,Essence,60667.0,2020,Manuelle,19999.0,171.2730640535373,1,1,0,1,1,1,1,1
21789,BMW,330,Coupé 330d 245ch Luxe,Diesel,131000.0,2010,Automatique,22000.0,340.0,1,0,0,1,1,1,1,1
21790,MERCEDES-BENZ,CL,250e AMG LINE 218,Électrique/Essence,28000.0,2022,Automatique,31900.0,160.0,1,0,0,1,1,1,1,1
21791,BMW,116,116i 122 ch Edition,Essence,138836.0,2010,Manuelle,8500.0,122.0,1,1,0,1,1,1,0,1
21792,BMW,X3,2.0 DAX 163 CV CAMERA XENON GPS CUIR AUTO JA,Diesel,165000.0,2014,Automatique,15900.0,163.0,1,1,0,1,1,1,0,1
21793,RENAULT,Megane,IV 1.2 TCE 100 ENERGY LIMITED,Essence,81530.0,2018,Manuelle,10990.0,101.0,1,1,0,1,1,1,0,1
21794,PEUGEOT,2008,1.2 PureTech 130ch S\u0026S Allure 124g,Essence,31594.0,2020,Manuelle,19499.0,171.2730640535373,1,1,1,1,1,1,0,0
21795,NISSAN,Leaf,150ch 40kWh Acenta 21.5,Electrique,34301.0,2021,Automatique,15999.0,152.0,1,1,0,1,1,1,1,0
21796,PEUGEOT,207,1.6 VTI 16V SPORT,Essence,129000.0,2012,Manuelle,6790.0,122.0,1,1,0,1,1,1,0,0
21797,OPEL,Astra,1.6 Turbo 180ch Hybrid Edition BVA8 MY23,Autres,5000.0,2023,Automatique,31999.0,152.0,1,0,1,1,1,1,1,1
21798,NISSAN,X-Trail,1.5 VC-T 213 e-Power 4x4 Tekna+,Électrique/Essence,10.0,2024,Automatique,43148.0,213.0,1,0,1,1,1,1,1,1
21799,PEUGEOT,2008,1.5 BlueHDi 120ch E6.c Allure S/S EAT6,Diesel,69900.0,2019,Automatique,15999.0,122.0,1,0,1,1,0,1,1,1
21800,AUDI,A3,2.0 TDI 150,Diesel,167000.0,2014,Manuelle,11000.0,150.0,1,1,0,1,1,1,0,1
21801,AUDI,Q2,1.4 TFSI 150 COD Design,Essence,48500.0,2018,Manuelle,17900.0,150.0,1,1,0,1,1,1,0,1
21802,AUDI,A1,Sportback 1.6 TDI 90 FAP Ambition S tronic 7,Diesel,49500.0,2014,Automatique,16490.0,90.0,1,1,0,1,0,1,0,1
21803,OPEL,Corsa,1.2 75ch Edition,Essence,22399.0,2020,Manuelle,13199.0,171.2730640535373,1,1,0,1,1,1,1,1
21804,VOLKSWAGEN,New Beetle,Cab 1.9 TDI - 105 Coast,Diesel,79000.0,2010,Manuelle,12300.0,105.0,1,0,0,1,1,1,0,1
21805,OPEL,Corsa,1.4 turbo excite critair 1,Essence,91000.0,2018,Manuelle,8990.0,101.0,1,1,0,1,1,0,1,1
21806,HYUNDAI,i20,1.2 75 garantie 12 mois. 52000 KM,Essence,52300.0,2010,Manuelle,5990.0,77.0,1,1,0,0,1,0,0,0
21807,HYUNDAI,TUCSON,1.7 CRDi 141 2WD DCT-7 - Edition Mondial,Diesel,120911.0,2018,Automatique,17900.0,141.0,1,0,1,1,1,1,1,1
21808,SKODA,Fabia,III 1.0 TSI 95 Monte-Carlo,Essence,56406.0,2018,Manuelle,13290.0,95.0,1,1,0,1,1,0,0,0
21809,AUDI,A3,SportBack 1.9 TDI Ambiente,Diesel,198000.0,2005,Manuelle,3500.0,105.0,1,1,0,1,1,1,0,1
21810,PORSCHE,Taycan,476 AVEC BATTERIE PERFORMANCE PLUS 94KWH,Electrique,28950.0,2021,Semi-automatique,99500.0,489.0,1,0,0,1,1,1,1,1
21811,FORD,Kuga,EcoBlue 120 BVA ST-Line X +PK HIVER,Diesel,15.0,2023,Automatique,32900.0,120.0,1,0,1,1,1,1,1,1
21812,NISSAN,Leaf,150ch 40kWh First,Electrique,36281.0,2019,Automatique,15299.0,152.0,1,1,0,1,1,1,1,0
21813,PEUGEOT,2008,1.2 Puretech 110 S&amp;S EAT6 GT LINE,Essence,61562.0,2017,Automatique,13990.0,110.0,1,1,1,1,0,1,0,1
21814,MERCEDES-BENZ,GLC 220,d 4-Matic EURO 6d / AMG LINE / TOIT PANO / CAMERA,Diesel,75000.0,2021,Automatique,41950.0,194.0,1,0,0,1,1,1,1,1
21815,RENAULT,Express,1.3 TCe 100ch Essentiel,Essence,10.0,2023,Manuelle,17699.0,171.2730640535373,1,0,1,1,1,1,1,1
21816,PORSCHE,Boxster,987 2.7 240,Essence,95800.0,2006,Manuelle,29900.0,241.0,1,0,0,1,0,1,0,0
21817,RENAULT,Espace,III 2.2 DCI,Diesel,208595.0,2000,Manuelle,3700.0,129.0,1,0,1,1,1,1,1,1
21818,RENAULT,Captur,1.5 Blue dCi 115ch Intens,Diesel,59776.0,2020,Manuelle,18500.0,171.2730640535373,1,1,1,1,1,1,0,1
21819,TOYOTA,Corolla,122h Design MY22,Autres,15478.0,2022,Automatique,23999.0,99.0,1,1,1,1,1,0,0,1
21820,RENAULT,Clio,"société 1.5 dci 75 cv,GPS,2018",Diesel,134000.0,2018,Manuelle,6000.0,75.0,1,1,0,1,1,0,0,0
