,mark,model,description,fuel,km,year,gearbox,price,power,isautoscout,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad
10003,RENAULT,Trafic Spacenomad,2.0 Blue dCi 150ch Equilibre EDC,Diesel,15.0,2024,Automatique,15280.0,150.0,0,1,1,1,1,0,0,1
10004,DACIA,Sandero,0.9 TCe 90ch Stepway - 19,Essence,62886.0,2019,Manuelle,15280.0,90.0,0,1,0,1,1,0,0,1
10005,PEUGEOT,3008,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel,23681.0,2023,Automatique,15280.0,130.0,0,0,1,1,1,1,1,1
10006,VOLKSWAGEN,T-Roc,2.0 TSI 190ch First Edition 4Motion DSG7,Essence,69752.0,2018,Automatique,15280.0,190.0,0,1,1,1,1,1,0,1
10007,MERCEDES,Eqa,250 190ch AMG Line,Electrique,18099.0,2022,Automatique,15280.0,190.0,0,1,1,0,1,1,1,1
10008,MERCEDES,Classe B,250 e 160+102ch Progressive Line Edition 8G-DCT,Hybride R,42531.0,2021,Automatique,15280.0,141.74541864139022,0,0,1,1,1,1,1,1
10009,DACIA,Jogger,1.0 TCe 110ch Extreme+ 5 places,Essence,10876.0,2023,Manuelle,15280.0,110.0,0,0,1,1,1,1,1,1
10010,VOLVO,Xc40,Recharge Twin AWD 408ch Pro EDT,Electrique,56786.0,2021,Automatique,15280.0,408.0,0,0,0,1,1,1,1,1
10011,PEUGEOT,3008,HYBRID 225ch GT Pack e-EAT8,Hybride,53590.0,2021,Automatique,15280.0,225.0,0,0,1,1,1,1,1,1
10012,PEUGEOT,2008,1.5 BlueHDi 110ch S&S Allure Business,Diesel,108043.0,2021,Manuelle,15280.0,110.0,0,1,1,1,1,1,0,1
10013,TOYOTA,Yaris,116h Design 5p MY21,Hybride,22322.0,2021,Automatique,15280.0,141.74541864139022,0,1,1,1,1,1,1,0
10014,AUDI,Q2,35 TDI 150ch Advanced S tronic 7,Diesel,29375.0,2021,Automatique,15280.0,150.0,0,1,1,1,1,1,0,1
10015,BMW,X5,xDrive45e 394ch M Sport 17cv,Hybride R,63732.0,2020,Automatique,15280.0,394.0,0,0,0,1,1,1,1,1
10016,CITROEN,Ami,My Ami Cargo,Electrique,400.0,2022,Automatique,15280.0,141.74541864139022,0,0,0,0,0,0,0,0
10017,RENAULT,Austral,1.2 E-Tech full hybrid 200ch Iconic esprit Alpine,Hybride,6604.0,2022,Automatique,15280.0,200.0,0,0,1,1,1,1,1,1
10018,PEUGEOT,2008,1.2 PureTech 130ch S&S Style EAT8,Essence,12856.0,2023,Automatique,15280.0,130.0,0,1,1,1,1,1,0,1
10019,DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort -22,Gpl,25307.0,2022,Manuelle,15280.0,100.0,0,0,0,1,1,1,1,1
10020,RENAULT,Scenic Xmod,1.6 dCi 130ch energy Bose eco²,Diesel,156372.0,2014,Manuelle,15280.0,130.0,0,1,0,1,1,1,0,0
10021,RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl,4993.0,2023,Manuelle,15280.0,100.0,0,1,1,1,1,0,0,1
10022,CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence,35400.0,2021,Manuelle,15280.0,83.0,0,0,0,1,1,1,0,1
10023,PEUGEOT,208,1.2 PureTech 100ch S&S GT 118g,Essence,3912.0,2023,Manuelle,15280.0,100.0,0,0,0,1,1,1,1,1
10024,CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence,42698.0,2021,Manuelle,15280.0,83.0,0,0,0,1,1,1,0,0
10025,RENAULT,Captur,1.6 E-Tech Plug-in 160ch Intens,Hybride R,32000.0,2020,Automatique,15280.0,160.0,0,1,1,1,1,1,0,1
10026,VOLKSWAGEN,Tiguan Allspace,2.0 TDI 150ch Carat 4Motion DSG7 Euro6d-T,Diesel,45089.0,2021,Automatique,36999.0,150.0,0,0,0,1,1,1,1,1
10027,CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence,27900.0,2021,Manuelle,36999.0,83.0,0,0,0,1,1,1,0,1
10028,MERCEDES,Cla,250 e 218ch AMG Line 8G-DCT,Hybride R,10000.0,2024,Automatique,36999.0,218.0,0,0,1,1,1,1,1,1
10029,PEUGEOT,2008,1.2 PureTech 130ch S&S Style EAT8,Essence,5000.0,2023,Automatique,36999.0,130.0,0,1,1,1,1,1,0,1
10030,HYUNDAI,Kona,1.6 GDi hybrid 141ch Executive DCT-6 Euro6d-T EVAP,Hybride,40900.0,2019,Automatique,36999.0,141.0,0,0,0,1,1,1,1,1
10031,RENAULT,Zoe,E-Tech Techno charge normale R135 - 22B,Electrique,7500.0,2022,Automatique,36999.0,141.74541864139022,0,1,1,1,1,1,1,0
10032,PEUGEOT,Partner,120 L1 Electrique 67 Confort,Electrique,61166.0,2015,Automatique,36999.0,141.74541864139022,0,0,0,0,0,0,0,0
10033,PEUGEOT,2008,e-2008 136ch GT,Electrique,1500.0,2023,Automatique,36999.0,136.0,0,1,1,1,1,1,1,1
10034,DACIA,Duster,1.5 Blue dCi 115ch Techroad 4x2,Diesel,58741.0,2019,Manuelle,36999.0,115.0,0,1,0,1,1,1,1,1
10035,PEUGEOT,208,1.6 BlueHDi 100ch S&S Premium Pack Euro6c,Diesel,84238.0,2019,Manuelle,36999.0,100.0,0,0,0,1,1,0,0,0
10036,PEUGEOT,2008,1.2 PureTech 110ch Active,Essence,90022.0,2016,Manuelle,36999.0,110.0,0,1,1,1,0,0,0,0
10037,OPEL,Combo Life,L2H1 1.2 110ch Edition,Essence,84507.0,2020,Manuelle,36999.0,110.0,0,0,0,1,1,0,0,1
10038,MERCEDES,Eqc,400 408ch Edition 1886 4Matic,Electrique,20711.0,2020,Automatique,36999.0,408.0,0,0,0,0,1,1,1,1
10039,MERCEDES,Classe E,300 de 194+122ch AMG Line 9G-Tronic Euro6d-T-EVAP-ISC,Hybride R,93418.0,2019,Automatique,36999.0,141.74541864139022,0,0,1,1,1,1,1,1
10040,BMW,X3,xDrive30dA 265ch Luxury Euro6c,Diesel,93246.0,2018,Automatique,36999.0,265.0,0,0,0,1,1,1,0,1
10041,PEUGEOT,3008,HYBRID4 300ch GT e-EAT8,Hybride,47010.0,2020,Automatique,36999.0,300.0,0,0,1,1,1,1,1,1
10042,CITROEN,C3,1.2 PureTech 110ch S&S Shine EAT6,Essence,21532.0,2021,Automatique,36999.0,110.0,0,0,0,1,1,1,0,1
10043,RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl,21469.0,2023,Manuelle,36999.0,100.0,0,1,1,1,1,0,0,1
10044,RENAULT,Koleos,2.0 dCi 175ch energy Intens 4x4,Diesel,91088.0,2017,Manuelle,36999.0,175.0,0,0,1,1,1,1,1,1
10045,RENAULT,Megane Estate,1.2 TCe 130ch energy Intens EDC,Essence,81476.0,2016,Automatique,36999.0,130.0,0,0,1,1,1,1,1,1
10046,DACIA,Sandero,1.0 ECO-G 100ch Confort -22,Gpl,23725.0,2022,Manuelle,36999.0,100.0,0,1,1,1,1,0,0,1
10047,PEUGEOT,3008,1.2 PureTech 130ch GT Line S&S,Essence,84730.0,2018,Manuelle,36999.0,130.0,0,0,1,1,1,1,0,1
10048,RENAULT,Twingo,Electric Intens R80 Achat Intégral,Electrique,49519.0,2020,Automatique,36999.0,141.74541864139022,0,1,0,1,1,1,1,1
10049,VOLKSWAGEN,Polo,1.0 75ch Trendline 5p,Essence,23646.0,2016,Manuelle,36999.0,75.0,0,1,0,1,0,0,0,0
10050,OPEL,Corsa,1.4 Turbo 100ch Excite Start/Stop 5p,Essence,117083.0,2017,Manuelle,36999.0,100.0,0,1,0,1,1,0,0,1
10051,MINI,Mini,One 75ch Euro6d-T,Essence,36772.0,2019,Manuelle,36999.0,75.0,0,1,0,1,1,0,0,1
10052,FORD,Focus,1.5 TDCi 120ch Stop&Start Titanium,Diesel,97812.0,2017,Manuelle,36999.0,120.0,0,1,0,1,1,1,1,1
10053,KIA,E-Niro,Design 204ch,Electrique,26263.0,2021,Automatique,36999.0,204.0,0,0,1,1,1,1,1,1
10054,PEUGEOT,3008,1.5 BlueHDi 130ch E6.c GT Line S&S 7cv,Diesel,106440.0,2019,Manuelle,36999.0,130.0,0,0,1,1,1,1,0,1
10055,CITROEN,Jumpy,XL 2.0 BlueHDi 145ch,Diesel,100.0,2023,Manuelle,36999.0,145.0,0,0,0,1,1,0,0,1
10056,DS,Ds 3 Crossback,PureTech 155ch Grand Chic Automatique 119g,Essence,55063.0,2019,Automatique,19799.0,155.0,0,0,0,1,1,1,1,1
10057,RENAULT,Kadjar,1.5 Blue dCi 115ch Business EDC,Diesel,105364.0,2020,Automatique,19799.0,115.0,0,1,0,1,1,1,0,1
10058,DS,Ds 3 Crossback,BlueHDi 130ch Grand Chic Automatique 126g,Diesel,59901.0,2021,Automatique,19799.0,130.0,0,0,0,1,1,1,1,1
10059,OPEL,Corsa,1.2 Turbo 100ch Elegance,Essence,56282.0,2019,Manuelle,19799.0,100.0,0,0,1,1,1,0,0,0
10060,NISSAN,Qashqai,1.5 dCi 110ch N-Connecta,Diesel,113557.0,2018,Manuelle,19799.0,110.0,0,1,0,1,1,1,1,1
10061,FORD,Mondeo,HYBRID 187ch Vignale BVA 4p,Hybride,116000.0,2018,Automatique,19799.0,187.0,0,0,1,1,1,1,1,1
10062,RENAULT,Austral,1.2 E-Tech full hybrid 200ch Iconic esprit Alpine,Hybride,14000.0,2023,Automatique,19799.0,200.0,0,0,1,1,1,1,1,1
10063,MERCEDES,Glc Coupe,220 d 194ch AMG Line 4Matic 9G-Tronic,Diesel,9000.0,2023,Automatique,19799.0,194.0,0,0,1,1,1,1,1,1
10064,DACIA,Jogger,1.0 ECO-G 100ch Extreme+ 7 places,Gpl,9500.0,2023,Manuelle,19799.0,100.0,0,0,1,1,1,1,1,1
10065,PEUGEOT,2008,1.2 PureTech 110ch E6.c Allure S&S EAT6,Essence,63940.0,2019,Automatique,19799.0,110.0,0,1,1,1,0,1,0,1
10066,CITROEN,C3 Aircross,PureTech 110ch S&S Shine E6.d,Essence,24218.0,2020,Manuelle,19799.0,110.0,0,1,0,1,1,1,0,1
10067,BMW,X4,xDrive20d 190ch M Sport 10cv,Diesel M,59579.0,2021,Automatique,19799.0,190.0,0,1,1,1,1,1,0,1
10068,FORD,Fiesta,1.0 EcoBoost 100ch Stop&Start Titanium BVA 5p,Essence,73500.0,2017,Automatique,19799.0,100.0,0,1,0,1,1,1,0,1
10069,PEUGEOT,2008,e-2008 136ch Active,Electrique,19080.0,2022,Automatique,19799.0,136.0,0,1,0,1,1,1,0,1
10070,TOYOTA,Aygo X,1.0 VVT-i 72ch Design MY23,Essence,5000.0,2023,Manuelle,19799.0,72.0,0,1,0,1,1,0,1,0
10071,PEUGEOT,208,e-208 136ch GT,Electrique,52525.0,2021,Automatique,19799.0,136.0,0,0,0,1,1,1,1,1
10072,PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence,12352.0,2022,Manuelle,19799.0,100.0,0,1,0,1,1,0,0,1
10073,CITROEN,C4 Spacetourer,BlueHDi 130ch S&S Shine E6.d-TEMP,Diesel,92638.0,2019,Manuelle,19799.0,130.0,0,1,0,1,1,1,1,1
10074,CITROEN,C5 Aircross,PureTech 130ch S&S Shine,Essence,53853.0,2019,Manuelle,19799.0,130.0,0,1,1,1,1,1,0,1
10075,VOLKSWAGEN,Golf,1.6 TDI 115ch FAP Confortline Business Euro6d-T 5p,Diesel,129300.0,2017,Manuelle,19799.0,115.0,0,1,0,1,1,1,0,1
10076,PEUGEOT,308 Sw,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence,9500.0,2023,Automatique,19799.0,130.0,0,1,1,1,0,1,1,1
10077,RENAULT,Austral,1.2 E-Tech full hybrid 200ch Iconic esprit Alpine- 23,Hybride,9500.0,2024,Automatique,19799.0,200.0,0,0,1,1,1,1,1,1
10078,RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride,49216.0,2022,Automatique,19799.0,145.0,0,0,0,1,1,1,1,1
10079,RENAULT,Captur,1.0 TCe 100ch Life - 20,Essence,32523.0,2020,Manuelle,19799.0,100.0,0,1,1,1,0,0,0,0
10080,CITROEN,C4 Aircross,1.6 e-HDi115 4x2 Feel Edition,Diesel,94766.0,2017,Manuelle,19799.0,141.74541864139022,0,1,0,1,1,1,1,0
10081,CITROEN,C3,1.2 PureTech 110ch S&S Shine EAT6,Essence,25711.0,2021,Automatique,19799.0,110.0,0,0,0,1,1,1,0,1
10082,RENAULT,Espace,2.0 Blue dCi 200ch Initiale Paris EDC,Diesel,65059.0,2020,Automatique,19799.0,200.0,0,0,0,1,1,1,1,1
10083,OPEL,Mokka X,1.6 D 136 Black Edition 4x2 Euro6d-T,Diesel,98488.0,2019,Manuelle,19799.0,141.74541864139022,0,1,0,1,1,1,1,1
10084,DS,Ds 7 Crossback,E-TENSE 225ch Performance Line +,Hybride R,22207.0,2022,Automatique,19799.0,225.0,0,1,0,0,0,1,1,0
10085,LEXUS,Ux,250h 2WD Luxe,Hybride,9500.0,2024,Automatique,19799.0,141.74541864139022,0,0,0,1,1,1,1,1
10086,PEUGEOT,2008,1.2 PureTech 100ch S&S Allure,Essence,61011.0,2019,Manuelle,16999.0,100.0,0,1,1,1,1,1,0,0
10087,PEUGEOT,3008,1.2 PureTech 130ch E6.c Allure S&S EAT8,Essence,58615.0,2018,Automatique,16999.0,130.0,0,1,0,1,1,1,0,1
10088,VOLKSWAGEN,Touareg,3.0 TSI eHybrid 381ch Elegance 4Motion BVA8,Hybride R,8798.0,2023,Automatique,16999.0,381.0,0,0,0,1,0,1,1,1
10089,RENAULT,Captur,1.3 TCe 130ch FAP Intens,Essence,34438.0,2019,Manuelle,16999.0,130.0,0,1,1,1,1,1,0,1
10090,RENAULT,Clio,1.3 TCe 140ch RS Line,Essence,4807.0,2023,Manuelle,16999.0,140.0,0,0,1,1,1,1,1,1
10091,PEUGEOT,3008,HYBRID 225ch Allure Pack e-EAT8,Hybride,66200.0,2021,Automatique,16999.0,225.0,0,0,1,1,1,1,1,1
10092,TOYOTA,Yaris Cross,116h Trail MY21,Hybride,26919.0,2022,Automatique,16999.0,141.74541864139022,0,0,0,1,1,1,1,1
10093,PEUGEOT,2008,1.2 PureTech 130ch S&S GT Line EAT8 7cv,Essence,85566.0,2020,Automatique,16999.0,130.0,0,1,1,1,1,1,0,0
10094,PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure Pack EAT8 125g,Diesel,127193.0,2022,Automatique,18790.0,130.0,0,1,1,1,1,1,0,1
10095,PEUGEOT,208,e-208 136ch GT,Electrique,35710.0,2021,Automatique,18790.0,136.0,0,0,0,1,1,1,1,1
10096,PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence,15752.0,2023,Automatique,18790.0,100.0,0,1,1,1,1,1,0,1
10097,MERCEDES,Classe E Coupe,220 d 194ch AMG Line 9G-Tronic,Diesel,33262.0,2022,Automatique,18790.0,194.0,0,0,0,1,1,1,1,1
10098,DACIA,Spring,Confort Plus - Achat Intégral,Electrique,31551.0,2022,Automatique,18790.0,141.74541864139022,0,1,0,0,1,0,1,1
10099,RENAULT,Captur,1.5 dCi 90ch Stop&Start energy Hypnotic EDC Euro6 2016,Diesel,118366.0,2016,Automatique,18790.0,90.0,0,1,0,1,1,1,1,0
10100,RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl,3963.0,2023,Manuelle,18790.0,100.0,0,1,1,1,1,0,0,1
10101,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence,18618.0,2020,Manuelle,18790.0,130.0,0,1,1,1,1,1,0,0
10102,RENAULT,Clio,1.0 TCe 100ch Intens GPL -21N,Gpl,41148.0,2021,Manuelle,18790.0,100.0,0,1,1,1,1,1,0,1
10103,CITROEN,C5 X,Hybride rechargeable 180ch Feel Pack ëEAT8,Hybride R,17453.0,2023,Automatique,18790.0,180.0,0,0,1,1,1,1,1,1
10104,PEUGEOT,2008,1.2 PureTech 100ch S&S Active Business,Essence,25014.0,2021,Manuelle,18790.0,100.0,0,1,1,1,1,0,0,1
10105,MERCEDES,Classe C Cabriolet,220 d 194ch AMG Line 9G-Tronic,Diesel,13500.0,2023,Automatique,18790.0,194.0,0,0,1,1,1,1,1,1
10106,RENAULT,Captur,0.9 TCe 90ch Intens - 19,Essence,68232.0,2019,Manuelle,18790.0,90.0,0,1,1,1,1,1,0,1
10107,PEUGEOT,208,e-208 136ch Active,Electrique,19554.0,2021,Automatique,18790.0,136.0,0,1,0,1,1,1,0,0
10108,DACIA,Lodgy,1.5 Blue dCi 115ch Stepway 5 places,Diesel,50296.0,2019,Manuelle,18790.0,115.0,0,1,0,1,1,0,0,1
10109,RENAULT,Clio,1.0 TCe 100ch Zen,Essence,39186.0,2020,Manuelle,18790.0,100.0,0,1,1,1,1,0,0,0
10110,MINI,Countryman,Cooper S 192ch,Essence,101711.0,2017,Manuelle,18790.0,192.0,0,1,0,1,1,1,0,1
10111,RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno,Essence M,16601.0,2023,Manuelle,18790.0,140.0,0,0,1,1,1,1,1,1
10112,RENAULT,Twingo,0.9 TCe 90ch energy Zen Euro6c,Essence,43905.0,2020,Manuelle,18790.0,90.0,0,1,0,0,1,0,0,0
10113,CITROEN,C3,1.2 PureTech 110ch S&S Shine EAT6,Essence,37403.0,2021,Automatique,18790.0,110.0,0,0,0,1,1,1,0,1
10114,PEUGEOT,208,1.2 PureTech 100ch S&S Active,Essence,66367.0,2020,Manuelle,18790.0,100.0,0,1,0,1,1,0,0,0
10115,VOLVO,Xc40,T4 Recharge 129 + 82ch Ultimate DCT 7,Hybride R,9326.0,2023,Automatique,18790.0,82.0,0,0,0,1,1,1,1,1
10116,PEUGEOT,2008,1.2 PureTech 100ch S&S Active Pack,Essence,10094.0,2023,Manuelle,18790.0,100.0,0,1,1,1,1,0,0,1
10117,PEUGEOT,508,BlueHDi 130ch S&S Allure EAT8,Diesel,65042.0,2019,Automatique,18790.0,130.0,0,1,0,1,0,1,0,0
10118,OPEL,Corsa,Corsa-e 136ch Edition,Electrique,13737.0,2022,Automatique,18790.0,136.0,0,1,0,1,1,1,0,0
10119,PEUGEOT,208,1.2 Hybrid 100ch Allure e-DCS6,Essence M,1000.0,2024,Automatique,18790.0,100.0,0,1,1,1,1,1,0,1
10120,RENAULT,Captur,1.6 E-Tech hybride 145ch Intens -21,Hybride,28686.0,2022,Automatique,18790.0,145.0,0,1,1,1,1,1,0,1
10121,RENAULT,Twingo,0.9 TCe 95ch Intens,Essence,36573.0,2021,Manuelle,18790.0,95.0,0,1,0,1,1,0,0,0
10122,PEUGEOT,308 Sw,1.2 PureTech 130ch S&S GT EAT8,Essence,100.0,2024,Automatique,18790.0,130.0,0,1,1,1,0,1,1,1
10123,RENAULT,Zoe,Business R110 Achat Intégral,Electrique,27833.0,2020,Automatique,18790.0,141.74541864139022,0,1,1,1,1,1,0,0
10124,MERCEDES,Sprinter,315 CDI 43 3T5 Propulsion Caisse Autoportante CORSIN,Diesel,10.0,2023,Manuelle,52176.0,141.74541864139022,0,0,0,1,1,0,0,0
10125,PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence,9000.0,2022,Automatique,52176.0,100.0,0,1,1,1,1,1,0,1
10126,ASTON MARTIN,V8 Vantage,V8 4.7 430ch AMR,Essence,6800.0,2020,Manuelle,52176.0,430.0,0,0,0,1,1,1,0,0
10127,DACIA,Sandero,1.0 ECO-G 100ch Stepway Expression,Gpl,9075.0,2023,Manuelle,52176.0,100.0,0,1,1,1,1,0,0,1
10128,NISSAN,Juke,1.0 DIG-T 114ch N-Connecta 2021,Essence,46500.0,2021,Manuelle,52176.0,114.0,0,1,1,1,1,1,1,1
10129,DACIA,Sandero,0.9 TCe 90ch GPL Stepway -18,Gpl,41002.0,2018,Manuelle,52176.0,90.0,0,1,0,1,1,0,0,0
10130,RENAULT,Zoe,Life charge normale R110 Achat Intégral 4cv,Electrique,39454.0,2020,Automatique,52176.0,141.74541864139022,0,1,1,1,1,0,0,0
10131,PEUGEOT,2008,1.2 PureTech 130ch E6.c Style S&S,Essence,61667.0,2018,Manuelle,52176.0,130.0,0,1,1,1,0,0,0,1
10132,VOLKSWAGEN,Tiguan,2.0 TDI 150ch R-Line DSG7,Diesel,100.0,2024,Automatique,52176.0,150.0,0,0,1,1,1,1,1,1
10133,BMW,Serie 4 Gran Coupe,420dA 190ch M Sport,Diesel M,20914.0,2022,Automatique,52176.0,190.0,0,0,1,1,1,1,1,1
10134,DS,Ds 3,PureTech 130ch Givenchy Le MakeUp S&S,Essence,103188.0,2016,Manuelle,52176.0,130.0,0,1,0,1,0,1,0,1
10135,PEUGEOT,308,PHEV 180ch Active Pack e-EAT8,Hybride R,21766.0,2023,Automatique,52176.0,180.0,0,1,1,1,0,1,0,1
10136,VOLKSWAGEN,Tiguan,1.4 TSI 125ch Sound,Essence,71441.0,2018,Manuelle,52176.0,125.0,0,0,1,1,1,1,1,1
10137,RENAULT,Espace,1.6 dCi 160ch energy Intens EDC,Diesel,68000.0,2016,Automatique,52176.0,160.0,0,0,0,1,1,1,1,1
10138,PEUGEOT,Partner,Standard 650kg BlueHDi 100ch S&S BVM5 Asphalt,Diesel,43428.0,2020,Manuelle,52176.0,100.0,0,0,0,1,1,0,1,1
10139,BMW,Serie 5,545eA xDrive 394ch M Sport Steptronic,Hybride R,58199.0,2022,Automatique,52176.0,394.0,0,0,1,1,1,1,1,1
10140,PEUGEOT,308 Sw,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence,12666.0,2021,Automatique,52176.0,130.0,0,1,1,1,0,1,1,1
10141,DS,Ds 5,Hybrid 4X4 Sport Chic ETG6,Hybride,44876.0,2019,Automatique,52176.0,141.74541864139022,0,1,0,1,1,1,1,0
10142,CITROEN,Ds 5,Hybrid4 Airdream Executive BMP6,Hybride,140850.0,2014,Automatique,52176.0,141.74541864139022,0,0,0,1,1,1,1,1
10143,PEUGEOT,2008,e-2008 136ch GT Pack,Electrique,42103.0,2021,Automatique,52176.0,136.0,0,0,1,1,1,1,1,1
10144,PEUGEOT,2008,1.2 PureTech 110ch Allure S&S,Essence,97668.0,2016,Manuelle,52176.0,110.0,0,1,1,1,0,1,1,1
10145,CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence,46672.0,2022,Manuelle,52176.0,83.0,0,0,0,1,1,1,0,0
10146,BMW,X5,xDrive45e 394ch M Sport 17cv,Hybride R,70391.0,2020,Automatique,52176.0,394.0,0,0,0,1,1,1,1,1
10147,CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence,10969.0,2023,Manuelle,52176.0,83.0,0,0,0,1,1,1,0,0
10148,PEUGEOT,208,1.2 PureTech 100ch S&S Active Business,Essence,16614.0,2021,Manuelle,52176.0,100.0,0,1,0,1,1,0,0,1
10149,MERCEDES,Eqb,250 190ch Progressive Line,Electrique,19.0,2022,Automatique,52176.0,190.0,0,0,0,1,1,1,1,1
10150,RENAULT,Scenic,1.3 TCe 115ch FAP Limited,Essence,21633.0,2019,Manuelle,52176.0,115.0,0,1,0,1,1,1,1,1
10151,MERCEDES,Classe A,250 e 163+109ch AMG Line 8G-DCT,Hybride R,12223.0,2023,Automatique,52176.0,141.74541864139022,0,0,1,1,1,1,1,1
10152,RENAULT,Twingo,1.0 SCe 65ch Equilibre,Essence,8913.0,2022,Manuelle,52176.0,65.0,0,1,0,0,1,1,0,0
10153,FIAT,Punto,1.2 8v 69ch Pop 5p,Essence,78712.0,2018,Manuelle,52176.0,69.0,0,1,0,0,0,0,0,0
10154,PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence,55491.0,2021,Automatique,16579.0,100.0,0,1,1,1,1,1,0,1
10155,BMW,Serie 1,M135iA xDrive 306ch,Essence,40811.0,2020,Automatique,16579.0,306.0,0,0,0,1,1,1,1,0
10156,BMW,Serie 4 Coupe,M440iA xDrive 374ch,Essence M,44996.0,2020,Automatique,16579.0,374.0,0,0,0,1,1,1,1,1
10157,PEUGEOT,2008,1.2 PureTech 110ch Allure S&S EAT6,Essence,42883.0,2017,Automatique,16579.0,110.0,0,1,1,1,0,1,0,1
10158,HYUNDAI,Tucson,1.6 CRDI 136ch hybrid 48V N Line Executive DCT-7 Euro6d-Evap,Diesel M,51675.0,2020,Automatique,16579.0,136.0,0,0,0,1,1,1,1,1
10159,RENAULT,Megane,E-Tech Electric EV60 130ch Evolution ER super charge -C,Electrique,5000.0,2023,Automatique,16579.0,130.0,0,0,1,1,1,1,1,1
10160,PEUGEOT,3008,1.2 PureTech 130ch Active S&S,Essence,94114.0,2018,Manuelle,16579.0,130.0,0,1,0,1,1,1,0,1
10161,PEUGEOT,3008,1.5 BlueHDi 130ch S&S Allure Pack,Diesel,78839.0,2021,Manuelle,16579.0,130.0,0,0,1,1,1,1,1,1
10162,RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl,500.0,2023,Manuelle,16579.0,100.0,0,1,1,1,1,0,0,1
10163,FORD,Puma,1.0 EcoBoost 155ch mHEV ST-Line X DCT7,Essence M,52031.0,2021,Automatique,16579.0,155.0,0,1,0,1,1,1,0,1
10164,PEUGEOT,208,e-208 136ch Style,Electrique,38938.0,2021,Automatique,16579.0,136.0,0,1,1,1,1,1,0,1
10165,ABARTH,500,1.4 Turbo T-Jet 145ch 595 MY17,Essence,88959.0,2017,Manuelle,16579.0,145.0,0,1,0,0,1,0,0,0
10166,PEUGEOT,308,1.2 PureTech 130ch S&S GT EAT8,Essence,20755.0,2022,Automatique,16579.0,130.0,0,1,1,1,0,1,1,1
10167,PEUGEOT,208,1.2 PureTech 82ch Style 5p,Essence,49454.0,2018,Manuelle,16579.0,82.0,0,1,0,1,0,0,0,1
10168,CITROEN,C4 Spacetourer,PureTech 130ch S&S Feel EAT8 E6.d-TEMP,Essence,85300.0,2020,Automatique,16579.0,130.0,0,1,0,1,1,1,0,1
10169,RENAULT,Zoe,E-Tech Iconic charge normale R135 Achat Integral - MY22,Electrique,6000.0,2023,Automatique,16579.0,141.74541864139022,0,1,1,1,1,1,1,0
10170,RENAULT,Kadjar,1.5 Blue dCi 115ch Business 112g,Diesel,98827.0,2019,Manuelle,16579.0,115.0,0,1,0,1,1,1,0,1
10171,BMW,X3,xDrive20dA 190ch M Sport,Diesel,88725.0,2021,Automatique,16579.0,190.0,0,0,0,1,1,1,0,1
10172,PEUGEOT,3008,1.2 PureTech 130ch Crossway S&S EAT6,Essence,60316.0,2017,Automatique,16579.0,130.0,0,1,0,1,1,1,0,1
10173,RENAULT,Master,F3500 L2H2 2.3 dCi 135ch Grand Confort E6,Diesel,62265.0,2021,Manuelle,16579.0,135.0,0,0,0,1,1,0,0,0
10174,RENAULT,Clio,1.0 TCe 90ch Techno,Essence,14727.0,2023,Manuelle,16579.0,90.0,0,0,1,1,1,1,1,1
10175,PEUGEOT,208,e-208 136ch Active,Electrique,19512.0,2022,Automatique,16579.0,136.0,0,1,0,1,1,1,0,0
10176,RENAULT,Megane,E-Tech Electric EV60 220ch Iconic super charge -C,Electrique,10500.0,2023,Automatique,16579.0,220.0,0,0,1,1,1,1,1,1
10177,RENAULT,Zoe,Team Rugby charge normale R110 Achat Intégral,Electrique,20063.0,2021,Automatique,16579.0,141.74541864139022,0,1,1,1,1,0,0,0
10178,MERCEDES,Glc,220 d 194ch AMG Line 4Matic 9G-Tronic,Diesel,59988.0,2020,Automatique,16579.0,194.0,0,1,0,1,1,1,1,1
10179,PEUGEOT,308,1.5 BlueHDi 130ch S&S Active Pack EAT8,Diesel,32157.0,2023,Automatique,16579.0,130.0,0,1,1,1,0,1,0,1
